text,label
Need to call Mom back about borrowing money for her car repair,ephemeral
"This coffee tastes like sadness, definitely need the good stuff tomorrow",ephemeral
Found that pair programming on architecture decisions caught more design issues than any code review ever did.,archive
Look into whether it makes sense to refinance the mortgage rates right now.,ephemeral
"Pacing note: short sentences during action, longer ones for reflection. Controls reader's mental speed naturally.",archive
Transfer emergency fund to the new high-yield savings account.,ephemeral
Remember to close the laptop before leaving for lunch,ephemeral
Write the prologue for the memoir piece this weekend while you have time.,actionable
"Figure out if it makes sense to refinance the mortgage, rates have dropped and I should at least get a quote.",actionable
Don't forget to submit the reflection before midnight,ephemeral
"That new app keeps crashing, uninstall and try again",ephemeral
"The ""unreliable narrator"" works best when readers catch inconsistencies early—sets up payoff for the reveal later.",archive
remember to actually run the linter this time instead of just pushing,ephemeral
Clarify with my partner what we're dividing for the final presentation project.,actionable
"That paper deadline is coming up fast, actually start it soon",ephemeral
Send updated project timeline to stakeholders this afternoon.,actionable
Pairing sessions with the architect on critical design decisions means fewer bad assumptions embedded in the codebase later.,archive
Fix the broken dashboard link in the shared drive this week.,actionable
"Learned the hard way: eating protein within 2 hours post-workout makes a measurable difference in recovery, especially as I get older.",archive
Eccentric-focused training phases produce greater delayed-onset muscle soreness but superior strength adaptation; the discomfort period is three to four days compared to two days with traditional rep schemes.,archive
Found that retrospectives focused on process changes rather than blame produce actionable improvements. Team retention and morale both improved after this shift.,archive
Decision to prioritize reading primary sources over summaries saves time initially but compounds knowledge depth; secondary sources can then contextualize rather than introduce.,archive
"The build is taking too long, maybe optimize later",ephemeral
That standup meeting could've been an email honestly,ephemeral
"Learned that most conflicts come from unclear expectations, not actual disagreements. Clarify assumptions up front.",archive
"Monoliths are easier to start, harder to scale. Microservices solve scaling, create operational complexity. Choose based on actual pain.",archive
Update the README with the new API endpoints—docs are out of sync.,actionable
Need to submit my lab report by 5pm tomorrow - it's worth 20% of the grade.,actionable
"remember to close the laptop properly this time, battery died last night",ephemeral
Lunch break - forgot to eat again,ephemeral
Decision rationale: moved to walkable neighborhood reduced gas and stress. Quality of life up significantly.,archive
